identifier,http_code,type,properties_type,subject,othersubject,references,abstract,downloadableData,IPA
p_en:734c7ad8-346e-4214-b7f6-c714fa5146c9,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Bonifica,http://www.provincia.enna.sitr.it/ArcGIS/services/CONSORZI_DI_BONIFICA_EN/MapServer/WMSServer,"Contiene l'individuazione dei limiti amministrativi dei Consorzi di bonifica del territorio della Provincia di Enna  (Consorzio di bonifica n. 6 di Enna - Consorzio di bonifica n. 7 di Caltagirone  - Consorzio di bonifica n. 9 di Catania) 
Fonte del dato:  Elaborazione del Nodo provinciale del S.I.T.R. su dati cartografici prelevati dal sito dell'Associazione  Siciliana dei Consorzi ed Enti di Bonifica e di Miglioramento Fondiario:  http://www.ascebem.it",0,p_en
p_en:7c34e81d-3e47-4909-bd73-f95b2eda358a,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,suscettibilità geologica,http://93.104.208.146:6080/arcgis/services/Prov_EN/Suscettibilita/MapServer/WMSServer,"Contiene la carta delle suscettibilità geologiche del territorio della Provincia di Enna 
Fonte del dato:  Studio tecnico geologico allegato al P.T.P. della Provincia di Enna 
Autori: A.T.P. Geol. Orazio Barbagallo (capogruppo) - Land Engineering s.c. - Geol. Marco Corrao 
Enna, 2015",0,p_en
p_en:7f8a4c0d-36af-4350-b850-78244bf56f5b,500,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,Reticolo Idrografico,http://www.provincia.enna.sitr.it/ArcGIS/services/DISTRETTI_SOCIO_SANITARI_EN/MapServer/WMSServer,"Contiene la delimitazione territoriale dei Distretti socio-sanitari della Provincia di Enna ora Libero Consorzio Comunale
La fonte dei dati è desunta dai seguenti link:
http://www.regione.sicilia.it/famiglia/famiglia%20e%20sociale/pir/linee.attivit%C3%A0/piani.di.zona.htm
http://www.solcoct.it/siris/pianidizona.htm",0,p_en
p_en:83c0a407-a7db-4b08-bb02-9adff8cf3a7a,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Impianti eolici,http://www.provincia.enna.sitr.it/ArcGIS/services/IMPIANTI_EOLICI_EN/MapServer/WMSServer,Contiene la localizzazione degli impianti eolici della Provincia di Enna (realizzati o in corso di autorizzazione),0,p_en
p_en:864e80fc-3c63-4a5e-a65f-7cf37e481b76,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Piano di Gestione - Fiume Simeto ( Contrada Valanghe- Forre laviche - Foce Simeto),http://www.provincia.enna.sitr.it/ArcGIS/services/PDG/PDG_Simeto/MapServer/WMSServer,Contiene il Piano di Gestione del Fiume Simeto - Province di Enna e Catania,0,p_en
p_en:8655efec-ac20-4f6c-bf6c-9d22675f2db8,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Piano di Gestione - Invasi Artificiali Pozzillo,http://www.provincia.enna.sitr.it/ArcGIS/services/PDG/PDG_Pozzillo/MapServer/WMSServer,Contiene il Piano di Gestione degli Invasi Artificiali Pozzillo - Provincia di Enna,0,p_en
p_en:8af0ee7c-85f3-4e08-9e84-9148326b3bae,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Piano di gestione SIC Sambughetti-Campanito,http://www.provincia.enna.sitr.it/ArcGIS/services/PDG/PDG_Sambughetti_Campanito/MapServer/WMSServer,Contiene il Piano di Gestione dell'ambito territoriale di Monte Sambughetti - Monte Campanito: SIC Cod. ITA 060006 (Cerami -Nicosia) in Provincia di Enna;,0,p_en
p_en:8f552836-f996-4dd9-89c5-7d625d00a4d7,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Autolinee Trasporto Pubblico Locale,http://www.provincia.enna.sitr.it/ArcGIS/services/Autolinee_Trasporto_Pubblico_Locale/MapServer/WMSServer,Rete delle autolinee del Trasporto Pubblico Locale (TPL) della Provincia di Enna,0,p_en
p_en:94316c1b-0051-4b03-8f61-8d20f208abdb,400,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,suscettibilità geologica,http://93.104.208.146/arcgis/services/Prov_EN/Idrogeologia/MapServer/WmsServer,"Contiene la carta idrogeologica del territorio della Provincia di Enna 
Fonte del dato:  Studio tecnico geologico allegato al P.T.P. della Provincia di Enna 
Autori: A.T.P. Geol. Orazio Barbagallo (Capogruppo) - Land Engineering s.c. - Geol. Marco Corrao 
Enna, 2015",0,p_en
p_en:99ae5eb0-fb8e-404c-847b-75c27e4f8c54,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Impianti Fotovoltaici,http://www.provincia.enna.sitr.it/ArcGIS/services/Fotovoltaico/MapServer/WMSServer,Contiene la localizzazione degli impianti fotovoltaici della Provincia di Enna (realizzati o in corso di autorizzazione),0,p_en
p_en:9f04517b-f753-4f5b-8289-55e9d4a8e3b9,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Miniere Provincia Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/Geositi_EN/MapServer/WMSServer,"Contiene la localizzazione dei geositi della Provincia di Enna

fonti: Deliberazione della Giunta Regionale n. 6 del 21.01.2016  (http://www.regione.sicilia.it/deliberegiunta/RicercaDelibereN.asp)
Inventario nazionale dei geositi italiani dell'ISPRA   (http://sgi.isprambiente.it/geositiweb/default.aspx?ReturnUrl=%2fgeositiweb)
Elaborazioni aggiuntive della Dott. V. Di Natale",0,p_en
p_en:a3bde25e-77ba-4a38-96ff-d560f43cc973,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Impianti smaltimento rifiuti provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/Impianti_smaltimento_rifiuti/MapServer/WMSServer,Impianti smaltimento rifiuti della Provincia di Enna,0,p_en
p_en:a5267e96-8677-46a2-b578-d37dda34b1e8,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Stazioni Radio Base,http://www.provincia.enna.sitr.it/ArcGIS/services/STAZIONI_RADIO_BASE/MapServer/WMSServer,"Contiene la localizzazione dell'infrastruttura base della telefonia cellulare usata nei radiocollegamenti delle reti mobili cellulari nell'interfaccia radio del sistema cellulare della Provincia di Enna ovvero le stazioni radio base (BTS), comunemente chiamate ""ripetitori""",0,p_en
p_en:a75e9988-ae93-4d23-8d53-798554ff77e9,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Ripetitori TV,torri televisive",http://www.provincia.enna.sitr.it/ArcGIS/services/RipetitoriTV_EN/MapServer/WMSServer,"Contiene la localizzazione dei ripetitori TV della Provincia di Enna comunemente chiamati ""torri televisive""",0,p_en
p_en:a903c356-7942-4b8c-90bc-62696012c20e,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Infrastrutture energetiche Provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/INFRASTRUTTURE_ENERGETICHE_ENNA/MapServer/WMSServer,Contiene la localizzazione delle infrastrutture energetiche della Provincia di Enna,0,p_en
p_en:ae30b3f7-5e5b-4986-86ce-8fde777c3fd9,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Guardie mediche della Provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/GUARDIE_MEDICHE_EN/MapServer/WMSServer,Contiene la localizzazione delle sedi delle Guardie mediche della Provincia di Enna,0,p_en
p_en:b5fcf2b2-e26f-4bac-ae75-3ec64bc0461b,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Distributori carburanti,Stazioni di servizio carburanti",http://www.provincia.enna.sitr.it/ArcGIS/services/Distributori_carburanti/MapServer/WMSServer,Contiene la localizzazione delle stazioni di rifornimento carburanti della Provincia di Enna,0,p_en
p_en:b9814061-0bc2-4b9d-9c8f-63f8515776ea,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Scuole superiori Provincia Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/SCUOLE_PROVINCIALI_II_GRADO/MapServer/WMSServer,Contiene la localizzazione delle Scuole Superiori della Provincia di Enna,0,p_en
p_en:bcfcad0d-de4c-4396-9117-95df0e13b1b8,500,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,Beni culturali,http://www.provincia.enna.sitr.it/ArcGIS/services/PATRIMONIO_ARCHEOLOGICO_STORICO_ARCHITETTONICO_EN/MapServer/WMSServer,Aree di interesse paesaggistico della Provincia di Enna tutelate ai sensi dell'art. 142 del Codice dei Beni Culturali (ex Legge n. 1497 del 1939),0,p_en
p_en:bd4e8668-65e2-4e41-9b18-1229b534ebe2,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Quadro d'unione IGM 1:50.000,http://www.provincia.enna.sitr.it/ArcGIS/services/Quadro_Unione_50000_EN/MapServer/WMSServer,Contiene il quadro d'unione della Cartografia I.G.M. della Provincia di Enna in scala 1:50.000,0,p_en
p_en:bf6e8906-e866-400b-b729-57e4bbe9c26b,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Parchi e Riserve Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/PARCHI_E_RISERVE/MapServer/WMSServer,Contiene la zonizzazione dei Parchi e delle Riserve della Provincia di Enna,0,p_en
p_en:c289b9cf-59bf-448d-bc41-d756be5c5eb2,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Strutture ricettive Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/STRUTTURE_RICETTIVE_EN/MapServer/WMSServer,Contiene la localizzazione delle strutture ricettive della Provincia di Enna articolate per tipologia,0,p_en
p_en:c43898c4-e256-43d7-b8b3-b3c1d3a70088,500,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,Luoghi di spettacolo,http://www.provincia.enna.sitr.it/ArcGIS/services/Superficie_ha_suolo_consumato_Enna/MapServer/WMSServer,"Contiene l'individuazione della superficie di suolo consumato in ettari (ha) dei Comuni della Provincia di Enna distinta per classi 
Fonte del dato:ISPRA - Istituto Superiore per la Protezione e la Ricerca Ambientale 
Via Vitaliano Brancati, 48 – 00144 Roma  www.isprambiente.gov.it  ""Licenza Attribuzione 3.0 Italia (CC BY SA 3.0 IT)"" http://creativecommons.org/licenses/by-sa/3.0/it/legalcode
Citazione: M. Munafò, F. Assennato, L. Congedo, T. Luti, I. Marinosci, G. Monti, N. Riitano, L. Sallustio, A. Strollo, I. Tombolini e M. Marchetti, 2015. Il consumo di suolo in Italia - Edizione 2015. ISPRA, Rapporti 218/2015.",0,p_en
p_en:c69d3a68-24c5-40c6-9110-ce0a7c5753f1,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Aree e strutture di Protezione Civile,http://www.provincia.enna.sitr.it/ArcGIS/services/AREE_STRUTTURE_PROTEZIONE_CIVILE_EN/MapServer/WMSServer,"Contiene la localizzazione delle aree e delle strutture destinabili in emergenza per ammassamento soccorritori e risorse, attesa e ricovero della popolazione - Provincia di Enna",0,p_en
p_en:c9ff5783-7f95-4083-8768-194e0fe68d66,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Cave Provincia Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/CAVE_EN/MapServer/WMSServer,Contiene la localizzazione delle cave della Provincia di Enna,0,p_en
p_en:cfed7979-d39e-42c0-978d-00c08be89916,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Piano di Gestione - Monte Chiapparo,http://www.provincia.enna.sitr.it/ArcGIS/services/PDG/PDG_Chiapparo/MapServer/WMSServer,Contiene il Piano di Gestione del Monte Chiapparo - Provincia di Enna,0,p_en
p_en:d44e747b-0b1b-49d7-a215-ec0e3426f11d,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Piano di Gestione - Lago di Pergusa,http://www.provincia.enna.sitr.it/ArcGIS/services/PDG/PDG_Pergusa/MapServer/WMSServer,Contiene il Piano di Gestione  del Lago di Pergusa - Provincia di Enna,0,p_en
p_en:d7dca676-08c0-4453-9a42-909139d3777c,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Unità di Paesaggio,http://www.provincia.enna.sitr.it/ArcGIS/services/CARTA_NATURA_UNITA_PAESAGGIO/MapServer/WMSServer,Contiene l'individuazione delle unità di paesaggio,0,p_en
p_en:dc36c2dc-3fe8-41f6-a404-fe173de01272,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Miniere Provincia Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/MINIERE_EN/MapServer/WMSServer,Contiene la localizzazione delle miniere della Provincia di Enna,0,p_en
p_en:e0ed60c3-8c03-4fef-bd26-30b8bc2bf661,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Stranieri migranti,http://www.provincia.enna.sitr.it/ArcGIS/services/Cittadini_stranieri_residenti_EN_2016/MapServer/WMSServer,Contiene la localizzazione dei Cittadini stranieri (europei ed extraeuropei) residenti nei comuni della Provincia di Enna  -  Anno: gennaio 2016,0,p_en
p_en:e472bce5-9e18-4651-b7e3-cba3060480a5,500,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,grafo stradale provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/RETE_STRADALE_PROV/MapServer/WMSServer,Rete delle infrastrutture stradali della Provincia di Enna,0,p_en
p_en:e60dabe7-9f34-4c64-8484-90aa0d0bea0e,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Boschi della Provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/BOSCHI_ENNA/MapServer/WMSServer,Contiene la zonizzazione delle aree boschive della Provincia di Enna suddivise per titolo di proprietà,0,p_en
p_en:ebbfa357-42fb-45f7-9f98-73e3c8c7e611,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Ospedali,http://www.provincia.enna.sitr.it/ArcGIS/services/Rete_Ospedaliera_EN/MapServer/WMSServer,Contiene la localizzazione delle strutture ospedaliere della Provincia di Enna distinte per distretti sanitari,0,p_en
p_en:ebe9b2b3-bdc1-410b-9ea7-6bf42ba9fd25,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Popolazione della Provincia di Enna,http://www.provincia.enna.sitr.it/ArcGIS/services/POPOLAZIONE_2011_EN/MapServer/WMSServer,Contiene i dati sulla popolazione della Provincia di Enna aggiornati al censimento 2011,0,p_en
p_en:efd18559-53c0-41fc-b5fa-e8c5bbc8d99a,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Distretti turistici e tematici,http://www.provincia.enna.sitr.it/ArcGIS/services/DISTRETTI_TURISTICI_E_TEMATICI_EN_2013_01_28/MapServer/WMSServer,Contiene la localizzazione dei comuni della Provincia di Enna aderenti ai distretti turistici e tematici,0,p_en
p_en:f13b12e4-7dbc-4778-bc4f-9f644e9aa644,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Luoghi di spettacolo,http://www.provincia.enna.sitr.it/ArcGIS/services/Cinema_Musei_Teatri/MapServer/WMSServer,"Contiene la localizzazione dei Cinema, Teatri e Musei della Provincia di Enna",0,p_en
p_en:f4bb28ce-1952-4ed5-bfc9-f2b3e20cb780,500,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,Reticolo Idrografico,http://www.provincia.enna.sitr.it/ArcGIS/services/BACINI_IDROGRAFICI_ENNA/MapServer/WMSServer,Contiene i Bacini idrografici ricedenti nel territorio della Provincia di Enna in rapporto all'interra estensione dei bacini idrografici,0,p_en
p_tp:0e79e5ba-cd77-42b6-9376-83d5b70ac852,200,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,Natura 2000 suolo uso provincia trapani,http://sit.provincia.trapani.it/ArcGIS/rest/services/Uso_suolo_natura_2000_wms/MapServer/WMSSever,"Carta dell'Uso del Suolo Aree Natura 2000 di competenza della Provincia Regionale di Trapani Analisi a seguito redazione dei Pianii di Gestione. Saline di Trapani e Marsala, Capo Feto, Isole Egadi, Capo Granitola e Foce del Fiume Belice",0,p_tp
p_tp:23e72426-a990-48bc-9d6e-f9fcc61b6543,403,Feature,1:downloadableData,Utility and governmental services,"boundaries,location,planningCadastre",http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/141,"Il Sindaco, per assicurare nell'ambito del proprio territorio comunale la direzione ed il coordinamento dei servizi di soccorso e di assistenza alla popolazione, si avvale del Centro Operativo Comunale (C.O.C.).
La scelta dell'ubicazione di tale Centro dovrà essere in strutture antisismiche, in aree di facile accesso e non vulnerabili a qualsiasi tipo di rischio. Tali strutture devono essere dotate di un piazzale attiguo che abbia dimensioni sufficienti ad accogliere mezzi pesanti e quanto altro occorra in stato di emergenza.
Al C.O.C afferiscono i livelli decisionali di tutta la struttura comunale riassunta nelle responsabilità sindacali di cui ai precedenti paragrafi; di norma il livello decisionale è assunto dal Sindaco il quale attraverso un sistema comunale di protezione civile individua le azioni e le strategie necessarie per il superamento dell'evento.
Il C.O.C. opera in un luogo di coordinamento detto ""sala operativa"" in cui convergono tutte le notizie collegate all'evento e nella quale vengono prese le decisioni relative al suo superamento; il C.O.C. è attivato dal Sindaco in previsione di un evento o in immediata conseguenza dello stesso e rimane operativo fino alla risoluzione delle problematiche generate dell'evento stesso.
Al Sindaco viene imputata la responsabilità di gestione dell'emergenza dal momento in cui la medesima è stata prevista o si è manifestata.",1,p_tp
p_tp:471fb9c1-93f1-4382-93c1-916bb379f34d,200,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,http://sit.provincia.trapani.it/ArcGIS/rest/services/Aree_Protette_WGS84/MapServer/WMSSever,Aree Protette Provincia di Trapani - Riserve - Aree Natura 2000 (SIC/ZPS),0,p_tp
